tweetText,tweetCreated,tweetLength,negSentiment,neuSentiment,posSentiment,comSentiment,Company,label
"RT @YurisNight_FL: ANNOUNCING OUR LATEST AMBASSADOR–@flpolyu engineering student, NASA Solar Ambassador, @owensfellowship Fellow, and space…",2019-04-05T19:07:00Z,140,0,1,0,0,Florida Poly,Negative
"Florida Polytechnic University (@FLPolyU)'s grant to develop a new Digital Forensics course is a win for Orlando's #cybersecurity sector. ?? #ThisisOrlando

Read more: https://t.co/tVud5RzxY0",2019-04-05T18:11:00Z,190,0,0.769,0.231,0.743,Florida Poly,Positive
@PaytonBarnwell @YurisNight_FL @FLPolyU @owensfellowship @ExploreSpaceKSC Yes! I can't believe we haven't crossed paths in the real world yet.,2019-04-05T17:30:33Z,142,0,0.842,0.158,0.4574,Florida Poly,Positive
"RT @YurisNight_FL: ANNOUNCING OUR LATEST AMBASSADOR–@flpolyu engineering student, NASA Solar Ambassador, @owensfellowship Fellow, and space…",2019-04-05T17:30:30Z,140,0,1,0,0,Florida Poly,Neutral
@LucRiesbeck @YurisNight_FL @FLPolyU @owensfellowship @ExploreSpaceKSC Thank you! I am honored to represent for the #Brookie family (and it doesn't hurt that it's at a space party ??) ??,2019-04-05T17:26:57Z,184,0,0.607,0.393,0.9227,Florida Poly,Positive
@SpaceBrendan @YurisNight_FL @FLPolyU @owensfellowship @ExploreSpaceKSC Thank ya! See ya (irl!!) Soon!,2019-04-05T17:25:22Z,102,0,0.732,0.268,0.5673,Florida Poly,Negative
@YurisNight_FL @FLPolyU @owensfellowship @PaytonBarnwell @ExploreSpaceKSC Congrats! See you there @PaytonBarnwell !,2019-04-05T15:43:04Z,115,0,0.693,0.307,0.6103,Florida Poly,Positive
"@PaytonBarnwell @YurisNight_FL @FLPolyU @owensfellowship @ExploreSpaceKSC I am so, so FREAKING proud of you, Payton.",2019-04-05T15:42:27Z,116,0.25,0.563,0.187,-0.3046,Florida Poly,Negative
"RT @YurisNight_FL: ANNOUNCING OUR LATEST AMBASSADOR–@flpolyu engineering student, NASA Solar Ambassador, @owensfellowship Fellow, and space…",2019-04-05T15:20:56Z,140,0,1,0,0,Florida Poly,Neutral
"RT @Estonia_in_US: In cooperation with @TallinnTech and @FLPolyU the EMbassy hosts on April, 10 autonomous vehicles seminar “Science and Te…",2019-04-05T09:55:57Z,140,0,1,0,0,Florida Poly,Positive
@YurisNight_FL @FLPolyU @owensfellowship @PaytonBarnwell @ExploreSpaceKSC Woohoo go @PaytonBarnwell!!,2019-04-05T06:18:57Z,101,0,0.643,0.357,0.5972,Florida Poly,Positive
"RT @YurisNight_FL: ANNOUNCING OUR LATEST AMBASSADOR–@flpolyu engineering student, NASA Solar Ambassador, @owensfellowship Fellow, and space…",2019-04-05T00:35:40Z,140,0,1,0,0,Florida Poly,Positive
"RT @YurisNight_FL: ANNOUNCING OUR LATEST AMBASSADOR–@flpolyu engineering student, NASA Solar Ambassador, @owensfellowship Fellow, and space…",2019-04-04T23:15:28Z,140,0,1,0,0,Florida Poly,Neutral
@YurisNight_FL @FLPolyU @owensfellowship @PaytonBarnwell @ExploreSpaceKSC yayy!,2019-04-04T22:51:02Z,79,0,1,0,0,Florida Poly,Neutral
@YurisNight_FL @SEDSSpaceVision @FLPolyU @owensfellowship @PaytonBarnwell @ExploreSpaceKSC omg what an excellent choice ??,2019-04-04T22:37:22Z,121,0,0.748,0.252,0.5719,Florida Poly,Positive
"RT @YurisNight_FL: ANNOUNCING OUR LATEST AMBASSADOR–@flpolyu engineering student, NASA Solar Ambassador, @owensfellowship Fellow, and space…",2019-04-04T22:36:50Z,140,0,1,0,0,Florida Poly,Neutral
"RT @YurisNight_FL: ANNOUNCING OUR LATEST AMBASSADOR–@flpolyu engineering student, NASA Solar Ambassador, @owensfellowship Fellow, and space…",2019-04-04T22:36:04Z,140,0,1,0,0,Florida Poly,Negative
"ANNOUNCING OUR LATEST AMBASSADOR–@flpolyu engineering student, NASA Solar Ambassador, @owensfellowship Fellow, and space STEAM marvel @PaytonBarnwell. Meet Payton and all our 2019 Ambassadors Sat, April 13, 8pm-12-am, @ExploreSpaceKSC. Get your tickets&gt;&gt;&gt;https://t.co/dqnHgrIUPi https://t.co/8zhD6OKNxE",2019-04-04T22:29:52Z,311,0,0.917,0.083,0.4215,Florida Poly,Positive
"RT @Estonia_in_US: In cooperation with @TallinnTech and @FLPolyU the EMbassy hosts on April, 10 autonomous vehicles seminar “Science and Te…",2019-04-04T17:50:22Z,140,0,1,0,0,Florida Poly,Positive
"In cooperation with @TallinnTech and @FLPolyU the EMbassy hosts on April, 10 autonomous vehicles seminar “Science and Technology in Smart City Use Cases”. More information and registration: https://t.co/zsPa9BwPP4 https://t.co/OQqPBIzSc8",2019-04-04T17:36:51Z,237,0,0.912,0.088,0.4019,Florida Poly,Positive
"Join us for STEMapalooza 2019 presented by @Tech_Data at @FLPolyU on April 6! Tour the campus, hear from women in STEM, and innovate through hands on activities. Bring your family and friends for only $9/girl and $7/adult! https://t.co/Tdc3Q49Ds3 https://t.co/6hPrvskCmI",2019-04-04T17:24:10Z,270,0,0.799,0.201,0.8436,Florida Poly,Positive
The Central FL #AutonomousVehicle Partnership - including @MyFDOT @FLPolyU @NASA @UCF @FAMU_1887 @lynxbusorlando - sponsors @suntraxfl. The oval track at the heart of the project is part of a 475-acre testing center for AVs and “smart” technologies. https://t.co/hdga9HpMCQ https://t.co/XVlOXHLsBM,2019-04-04T16:15:01Z,297,0,1,0,0,Florida Poly,Neutral
Our new register has not arrived yet. We will continue our adjusted hours until further notice. Thank you for your understanding! @FLPolyU https://t.co/3vcOuSyTqJ,2019-04-03T13:03:16Z,162,0,0.887,0.113,0.4199,Florida Poly,Positive
Local officials are working toward creating a hi-tech research park at @FLPolyU that would marry academics with private companies to serve as an incubator for new products and #technologies and the #FLjobs they would create in Polk County @CFDCPolk. https://t.co/6XSXoQFbVS https://t.co/JRWIeVrxjr,2019-04-03T12:33:01Z,297,0,0.898,0.102,0.5106,Florida Poly,Positive
"RT @PortTampaBay: Ports America Terminal Manager, David Nelson, VP of Marketing and Business Development @PortTampaBay @wadeelliott13 , edu…",2019-04-03T06:53:46Z,140,0,1,0,0,Florida Poly,Negative
RT @FLPolyU: Another epic @FLPolyCon in the books! ?? https://t.co/PgYF9iIInG,2019-04-02T21:52:47Z,76,0.23,0.77,0,-0.4003,Florida Poly,Negative
