"","tweetText","tweetCreated","tweetLength","negSentiment","neuSentiment","posSentiment","comSentiment","Company","label"
"30","RT @drewisgooden: .@AppleSupport any plans to combine these two emojis? ???? I would love to be able to convey to people that even though I a<U+0085>",2019-04-12 15:09:35,140,0,0.846,0.154,0.6369,"Apple","Negative"
"31","@AppleSupport BOT BE GONE!  You are no help??",2019-04-12 15:05:13,44,0.263,0.737,0,-0.3595,"Apple","Negative"
"32","@AppleSupport 12.2 updated it last night",2019-04-12 15:04:48,40,0,1,0,0,"Apple","Positive"
"33","@AppleSupport Series 4 with 5.2. I haven<U+0092>t tried restarting, but I<U+0092>ll do that now I guess. It<U+0092>s just annoying when I<U+0092>m in a competition.",2019-04-12 15:02:59,136,0.157,0.843,0,-0.5499,"Apple","Negative"
"34","please add function of running @spotify when I say play spotify to siri @AppleSupport @tim_cook",2019-04-12 15:02:31,95,0,0.719,0.281,0.5719,"Apple","Positive"
"35","@AppleSupport My version is 12.1.4 and It starts downloading but it doesn<U+0092>t finish it goes back",2019-04-12 15:00:54,95,0,1,0,0,"Apple","Positive"
"36","@AppleSupport where is the episode of Drag Race this week?   How come it is taking 3-4 days to get these uploaded?",2019-04-12 14:59:54,114,0.102,0.898,0,-0.3094,"Apple","Negative"
"37","@AppleSupport Yes, it's still continue",2019-04-12 14:57:40,38,0,0.597,0.403,0.4019,"Apple","Positive"
"38","@AppleSupport Yes I am using the headphones that came with my iOS device. When wearing them, the music pauses, skips, fast forwards. It also ends my calls and activates my Siri, and other issues.",2019-04-12 14:50:53,195,0,0.922,0.078,0.4019,"Apple","Positive"
"39","Hey @AppleMusic @AppleSupport can y'all please convert my entire library to UNCENSORED versions; not once in my life have I added the censored version of a song, yet here we are, vibe 100% destroyed hearing this censored nonsense",2019-04-12 14:47:02,229,0.215,0.731,0.054,-0.7003,"Apple","Neutral"
"40","@yenzerr @AppleSupport Turn it off and on again",2019-04-12 14:44:19,47,0,1,0,0,"Apple","Neutral"
"41","@Apple @AppleSupport wtf is this I<U+0092>ve been constantly bombarded with a message saying <U+0093>your storage is full<U+0094> , and I<U+0092>ve barely been able to use my phone for months . Please help fix this. Also my phone is SUPER slow and constantly lags and shuts off . I<U+0092>ve had this phone 1 year. https://t.co/FyIBv3uKpt",2019-04-12 14:42:53,303,0.105,0.734,0.161,0.516,"Apple","Positive"
"42","@AppleSupport The last 2 days I<U+0092>ve lost progress on my move goal. I<U+0092>d look at it after a workout and be around 60% and then later I<U+0092>d be 50%<U+0085>",2019-04-12 14:38:44,141,0.076,0.831,0.093,0.128,"Apple","Positive"
"43","@AppleSupport Your support in the past has resulted in non solution... plus your link doesn<U+0092>t direct me to whom is going to <U+0093>help<U+0094> me.",2019-04-12 14:38:38,134,0,0.895,0.105,0.4019,"Apple","Positive"
"44","@AppleSupport I bought them from iTunes When I say it deletes I mean I can<U+0092>t listen offline",2019-04-12 14:37:48,91,0.111,0.889,0,-0.128,"Apple","Negative"
"45","@Apple my phone keeps failing all my FaceTime calls and saying system failure!!! Fix this NOW!! @AppleSupport",2019-04-12 14:36:51,109,0.341,0.659,0,-0.8302,"Apple","Negative"
"46","@George_AdamG @AppleSupport Day 6 and Adam Gearing still cannot accept that his AirPods are long gone",2019-04-12 14:34:29,101,0.135,0.865,0,-0.2924,"Apple","Negative"
"47","RT @AppleSupport: Searching for a file? Spotlight. Want to check your flight status? Spotlight. Pondering the meaning of life? Spotlight kn<U+0085>",2019-04-12 14:32:35,140,0,0.912,0.088,0.212,"Apple","Positive"
"48","@AppleSupport why can<U+0092>t I hear the phone after the lastest update. The connection works fine after putting a Bluetooth headphone",2019-04-12 14:32:13,128,0,0.904,0.096,0.2023,"Apple","Positive"
"49","I<U+0092>m trying to find the iOS 12.2 file updates but not found @AppleSupport https://t.co/QA2WXzFtQv",2019-04-12 14:30:41,96,0,1,0,0,"Apple","Negative"
"50","RT @themind: @AppleSupport what is this? This is my work phone and system data takes up more than 12GB?! How do I get rid of this?! iCloud<U+0085>",2019-04-12 14:29:46,139,0,1,0,0,"Apple","Neutral"
"51","Why this happen to my iPhone? I<U+0092>m not requesting update! @AppleSupport https://t.co/RIiFViJe8A",2019-04-12 14:28:52,94,0,1,0,0,"Apple","Neutral"
"52","Apparently macOS is a processing and energy efficient system.

It<U+0092>s been running at this level for 30 minutes while idling. 

Closed all open apps &amp; it<U+0092>s still at that level. This is not acceptable @AppleSupport @tim_cook https://t.co/kvbJu3J5Wy",2019-04-12 14:28:30,249,0.049,0.828,0.123,0.4475,"Apple","Positive"
"53","@AppleSupport yes the song is a part of the preorderd album and yes the album is still unreased. it<U+0092>s the album anonymous by blackbear",2019-04-12 14:28:23,134,0,0.795,0.205,0.6597,"Apple","Positive"
"54","@kamaalrkhan @AppleSupport Can anyone tell me how to use 2 account of whatsap in one ?",2019-04-12 14:26:21,86,0,1,0,0,"Apple","Neutral"
"55","RT @AppleSupport: Searching for a file? Spotlight. Want to check your flight status? Spotlight. Pondering the meaning of life? Spotlight kn<U+0085>",2019-04-12 14:25:56,140,0,0.912,0.088,0.212,"Apple","Positive"
"56","@AppleSupport I am in need of assistance. I believe my headphones have become faulty.",2019-04-12 14:25:38,85,0.173,0.827,0,-0.3182,"Apple","Negative"
"57","@Apple , @AppleSupport stop with the fake updates and stop telling lies be trueful for once. Stop with #Fakeupdates! Don<U+0092>t bother replying with first name either.",2019-04-12 14:25:27,162,0.444,0.556,0,-0.9215,"Apple","Negative"
"58","@tim_cook @AppleSupport you guys should work on this is my third chargeging cable and cant spend 1500 every time also you guys will not change in warranty https://t.co/1Cwd57OHEL",2019-04-12 14:23:10,178,0,1,0,0,"Apple","Positive"
"59","@AppleSupport I'm pretty sure this has been a feature in the past.  Has it been removed?
https://t.co/iDbaGlwWQZ",2019-04-12 14:19:12,112,0,0.718,0.282,0.6705,"Apple","Positive"
"60","RT @AppleSupport: Searching for a file? Spotlight. Want to check your flight status? Spotlight. Pondering the meaning of life? Spotlight kn<U+0085>",2019-04-12 14:18:54,140,0,0.912,0.088,0.212,"Apple","Positive"
"61","@AppleSupport honestly why have you created AirPods so that if they<U+0092>re in the case, it<U+0092>s automatically assumed that the owner has got them and you can<U+0092>t track them? Got to be the most stupid use of technology ever created.",2019-04-12 14:17:16,222,0.081,0.766,0.153,0.3197,"Apple","Positive"
"62","@AppleSupport I have an original iPad Air, the one from November 2013. What generation is that?",2019-04-12 14:15:15,95,0,0.859,0.141,0.3182,"Apple","Positive"
"63","Why does my iPhone 7 display look better than my iPhone X??? @AppleSupport",2019-04-12 14:12:45,74,0,0.762,0.238,0.533,"Apple","Positive"
"64","Why is @Apple @AppleSupport actively imposing limitations on call-blocking apps to better address robocalling (i.e. block area code, allow calls only from contacts, etc.)? 8 robocalls when this was tweeted @tim_cook, 28 robocalls yesterday.",2019-04-12 14:12:34,240,0.109,0.711,0.18,0.4215,"Apple","Negative"
"65","@GoodNotesApp @dvalantin Tim Apple, can we get on this? @Apple @AppleSupport @tim_cook",2019-04-12 14:10:37,86,0,1,0,0,"Apple","Neutral"
"66","@tim_cook @AppleSupport Hello how are you? Why do you insist on leaving Brazil out of the maps? We also have your braces here. The Discase of you with our country is sad and shameful, we don't even have navigational curves in the maps here. #maps #frustration #Discase #shameful",2019-04-12 14:07:59,278,0.126,0.874,0,-0.7691,"Apple","Negative"
"67","@AppleSupport Ok I will give it a go. Thanks.",2019-04-12 14:07:36,45,0,0.495,0.505,0.6249,"Apple","Positive"
"68","@AppleSupport the balance of the gift card shows up in the upper right corner of iTunes.",2019-04-12 14:06:48,88,0,0.838,0.162,0.4404,"Apple","Negative"
"69","Hopefully one day Apple will make it easier to add an RSS Feed from SoundCloud to their platform without any headache. Other platforms make it easier: @tim_cook @Apple @AppleMusic @AppleSupport",2019-04-12 14:04:51,193,0,0.765,0.235,0.8074,"Apple","Positive"
"70","My disdain for the @Apple @AppleSupport lighting adapter for headphones can<U+0092>t be over-stated. A complete BS move. I know it<U+0092>s been like this a while. But I still think of it every time I forget headphones and can<U+0092>t quickly grab new ones without an adapter.",2019-04-12 14:04:16,256,0.102,0.857,0.041,-0.3919,"Apple","Negative"
"71","@AppleSupport How do I use siri to play a radio station?  Saying ""hey siri, play (call letters) radio"" results in siri playing something fairly arbitrary from Apple music.",2019-04-12 14:02:08,171,0,0.777,0.223,0.6808,"Apple","Positive"
"72","@AppleSupport Someone used my email address to create an Apple account. How do I delete this bogus account?",2019-04-12 14:01:07,107,0,0.884,0.116,0.2732,"Apple","Positive"
"73","@AppleSupport ps - the fact that all issues started 15 minutes after I upgraded my IOS is certainly more than a little suspicious.",2019-04-12 14:00:39,130,0.108,0.787,0.105,-0.0183,"Apple","Negative"
"74","why not updated ??? @AppleSupport https://t.co/IDLFGxk5y2",2019-04-12 14:00:20,57,0,1,0,0,"Apple","Positive"
"75","@heykatiek wonderful online support from @AppleSupport  who did all in their power to assist but so disappointed by the entire thing",2019-04-12 13:59:26,132,0.198,0.65,0.152,-0.5084,"Apple","Negative"
"76","@AppleSupport Help! I bought a gift card &amp; registered it, now when I go to buy something on an app, it says payment method declined!",2019-04-12 13:58:10,136,0,0.764,0.236,0.7339,"Apple","Positive"
"77","@AppleSupport It<U+0092>s an iPhone 8
I can get up in the morning with a full charge and after half an hour of being up I would notice my phone lost 10-20% charge while the phone would be rather hot. One time my phone went flat in 3 hours and when I noticed it felt almost too hot to touch :/",2019-04-12 13:57:11,285,0.083,0.917,0,-0.5719,"Apple","Negative"
"78","@AppleSupport Do you know when the newest AirPods w/ Wireless Charging are restocking on Amazon?",2019-04-12 13:54:38,96,0,0.892,0.108,0.1779,"Apple","Positive"
"79","@AppleSupport Install. The security update as listed in my original tweet",2019-04-12 13:54:05,73,0,0.657,0.343,0.5719,"Apple","Neutral"
"80","@AppleSupport iMac Pro with macOS 10.14.4 I have apps installed on my computer but in the App Store they are not being recognised as being installed, and hence no updates are coming through, also I have deleted my Mac App Store apps off computer and re-installed from MAS but still same issue. https://t.co/f7zCnzn53Q",2019-04-12 13:51:05,317,0.053,0.947,0,-0.4215,"Apple","Negative"
"81","@AppleSupport There is no sound coming through at all...one ear went first the right one",2019-04-12 13:46:28,88,0.136,0.864,0,-0.296,"Apple","Negative"
"82","@AppleSupport It was months ago when the glitch first began to show up. It used to just take a rebooting and it would come back. It<U+0092>s now just gone.",2019-04-12 13:45:53,148,0,1,0,0,"Apple","Neutral"
"83","@AppleSupport Thankyou so much. They are earphones wired that go with iphone7 white cost about <U+00A3>30",2019-04-12 13:45:51,98,0,1,0,0,"Apple","Positive"
"84","It has been more that 3 weeks since joining @VodafoneUK and they still can<U+0092>t connect my #AppleWatch to the network. @AppleSupport @BBCWatchdog can you please help?",2019-04-12 13:40:18,163,0,0.821,0.179,0.6124,"Apple","Positive"
"85","@AppleSupport hi, if I save Live Photo<U+0092>s in iCloud will it lose its live feature ? Regards",2019-04-12 13:38:23,90,0.143,0.688,0.169,0.128,"Apple","Positive"
"86","@AppleSupport This is happening with my iPhone 7+. I have version 12.2 installed. And I didn<U+0092>t notice anything weird. I just find it strange that three messages remained. https://t.co/uhjAxG0QNm",2019-04-12 13:36:49,194,0.127,0.873,0,-0.3612,"Apple","Neutral"
"87","@AppleSupport @AppStore The flicker on today<U+0092>s game of the day is obnoxious (iPhone X).  Interesting that the screen recording picked it up... https://t.co/t2KzVOO9lH",2019-04-12 13:35:58,166,0.112,0.787,0.101,-0.0772,"Apple","Negative"
"88","If I decide to go swimming today, I<U+0092>m debating on wearing my Apple Watch (Series 4). Has anyone had any issues with getting it wet? Can you keep it submerged?

@Apple @applewatchinfo1 @AppleSupport @AppleWatchUsers @AppleSupport",2019-04-12 13:35:19,228,0,1,0,0,"Apple","Neutral"
"89","@AppleSupport Why can<U+0092>t you guys get anything right? I have had a really huge problem with Apple Music and it's pissing me off. This is the fourth time I am having this issue. Ridiculous",2019-04-12 13:35:05,186,0.217,0.715,0.069,-0.6793,"Apple","Negative"
"90","@AppleSupport macOS 10.14.4 (18E226). File has been previously removed, Finder just didn't refresh the files list. So when I clicked ""Move to Trash"" I got this bug. Not so critical, just funny.",2019-04-12 13:34:11,193,0,0.832,0.168,0.6846,"Apple","Negative"
"91","@AppleSupport Yes, when I highlight an application in spotlight there is a list of recently opened files displayed to the right of that app. It seems when the app is highlighted I could click to the right and arrow down that list of recently opened files.",2019-04-12 13:31:58,255,0,0.889,0.111,0.6249,"Apple","Positive"
"92","@AppleSupport Apple iphone 5S",2019-04-12 13:29:35,29,0,1,0,0,"Apple","Negative"
"93","@AppleSupport Yes when updating. I did a manual download and began updating. I have tried a fresh download of the update and still same error",2019-04-12 13:28:37,141,0.105,0.7,0.195,0.3182,"Apple","Positive"
"94","@iTunes @AppleSupport how can money be debited from my father's account when he doesn't own iTunes or apple products. Please help me or tell me whom should I contact for this suspicious and unauthorised transactions. The amount is nearly ?.34000 and it's a pretty big amount.",2019-04-12 13:28:32,275,0.056,0.783,0.161,0.6514,"Apple","Positive"
"95","Vernissage <U+0093>Mobile Art, what a passion!<U+0094> ?? @MuseumModernArt @womensart1 @Armineh29 @sunflowerof21 @EloiseCapet @ilemusi @TheAppleGallery @AppleSupport @Apple_it @Appleitalianews @nytimesarts @iphoneographyC @gilliann_b @lindahollier @onlymobileart @sdetroy @allysonmar1e https://t.co/upxsGcZGE7",2019-04-12 13:26:43,294,0,1,0,0,"Apple","Neutral"
"96","@AppleSupport I did, please check my dm. Thank you",2019-04-12 13:25:43,50,0,0.556,0.444,0.5859,"Apple","Positive"
"97","@AppleSupport Already noted the filed bugs involving external monitors. Just waiting on a general release of 10.14.5",2019-04-12 13:25:32,116,0,1,0,0,"Apple","Neutral"
"98","@AppleMusic @AppleSupport um why the heck is this @BTS_twt Boy With Luv not available in the uk suddenly.... it was a few hours ago... https://t.co/kWlhGzbpUF",2019-04-12 13:24:11,158,0,1,0,0,"Apple","Neutral"
"99","@AppleSupport the bluetooth is missing from the system preferences and won't connect to my devices. https://t.co/3SG4terycY",2019-04-12 13:24:02,123,0.128,0.872,0,-0.296,"Apple","Negative"
"100","Hi @AppleSupport I need help again",2019-04-12 13:23:04,34,0,0.597,0.403,0.4019,"Apple","Negative"
